#         x                 p                rho                u        
 3.2665330661e-01  3.0713446523e-01  1.8614536335e-01  9.1809137949e-01
 3.3066132265e-01  3.0713446523e-01  1.8614536335e-01  9.1809137949e-01
 3.3466933868e-01  3.0713446523e-01  1.8614536335e-01  9.1809137949e-01
 3.3867735471e-01  3.0713446523e-01  1.8614536335e-01  9.1809137949e-01
 3.4268537074e-01  3.0713446523e-01  1.8614536335e-01  9.1809137949e-01
 3.4669338677e-01  3.0713446523e-01  1.8614536335e-01  9.1809137949e-01
 3.5070140281e-01  3.0713446523e-01  1.8614536335e-01  9.1809137949e-01
 3.5470941884e-01  3.0713446523e-01  1.8614536335e-01  9.1809137949e-01
 3.5871743487e-01  3.0713446523e-01  1.8614536335e-01  9.1809137949e-01
 3.6272545090e-01  3.0713446523e-01  1.8614536335e-01  9.1809137949e-01
 3.6673346693e-01  3.0713446523e-01  1.8614536335e-01  9.1809137949e-01
 3.7074148297e-01  3.0713446523e-01  1.8614536335e-01  9.1809137949e-01
 3.7474949900e-01  3.0713446523e-01  1.8614536335e-01  9.1809137949e-01
 3.7875751503e-01  3.0713446523e-01  1.8614536335e-01  9.1809137949e-01
 3.8276553106e-01  3.0713446523e-01  1.8614536335e-01  9.1809137949e-01
 3.8677354709e-01  3.0713446523e-01  1.8614536335e-01  9.1809137949e-01
 3.9078156313e-01  3.0713446523e-01  1.8614536335e-01  9.1809137949e-01
 3.9478957916e-01  3.0713446523e-01  1.8614536335e-01  9.1809137949e-01
 3.9879759519e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.0280561122e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.0681362725e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.1082164329e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.1482965932e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.1883767535e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.2284569138e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.2685370741e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.3086172345e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.3486973948e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.3887775551e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.4288577154e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.4689378758e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.5090180361e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.5490981964e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.5891783567e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.6292585170e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.6693386774e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.7094188377e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.7494989980e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.7895791583e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.8296593186e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.8697394790e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.9098196393e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.9498997996e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 4.9899799599e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.0300601202e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.0701402806e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.1102204409e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.1503006012e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.1903807615e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.2304609218e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.2705410822e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.3106212425e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.3507014028e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.3907815631e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.4308617234e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.4709418838e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.5110220441e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.5511022044e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.5911823647e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.6312625251e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.6713426854e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.7114228457e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.7515030060e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.7915831663e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.8316633267e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.8717434870e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.9118236473e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.9519038076e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 5.9919839679e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.0320641283e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.0721442886e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.1122244489e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.1523046092e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.1923847695e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.2324649299e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.2725450902e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.3126252505e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.3527054108e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.3927855711e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.4328657315e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.4729458918e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.5130260521e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.5531062124e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.5931863727e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.6332665331e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.6733466934e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.7134268537e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.7535070140e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.7935871743e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.8336673347e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.8737474950e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.9138276553e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.9539078156e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 6.9939879760e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.0340681363e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.0741482966e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.1142284569e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.1543086172e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.1943887776e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.2344689379e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.2745490982e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.3146292585e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.3547094188e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.3947895792e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.4348697395e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.4749498998e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.5150300601e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.5551102204e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.5951903808e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.6352705411e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.6753507014e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.7154308617e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.7555110220e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.7955911824e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.8356713427e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.8757515030e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.9158316633e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.9559118236e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 7.9959919840e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.0360721443e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.0761523046e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.1162324649e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.1563126253e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.1963927856e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.2364729459e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.2765531062e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.3166332665e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.3567134269e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.3967935872e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.4368737475e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.4769539078e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.5170340681e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.5571142285e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.5971943888e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.6372745491e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.6773547094e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.7174348697e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.7575150301e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.7975951904e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.8376753507e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.8777555110e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.9178356713e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.9579158317e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 8.9979959920e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.0380761523e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.0781563126e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.1182364729e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.1583166333e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.1983967936e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.2384769539e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.2785571142e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.3186372745e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.3587174349e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.3987975952e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.4388777555e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.4789579158e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.5190380762e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.5591182365e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.5991983968e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.6392785571e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.6793587174e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.7194388778e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.7595190381e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.7995991984e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.8396793587e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.8797595190e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.9198396794e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 9.9599198397e-01  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
 1.0000000000e+00  1.2500000000e-01  1.0000000000e-01  0.0000000000e+00
